physics_marks,math_marks,english_marks,total_score
42,77,74,193
85,80,98,263
47,86,80,213
83,66,94,243
72,84,83,239
68,70,85,223
90,49,69,208
71,62,87,220
47,69,44,160
52,63,48,163
83,91,39,213
59,48,45,152
87,72,72,231
97,98,60,255
96,92,45,233
47,39,57,143
36,42,91,169
69,34,49,152
99,87,64,250
94,88,88,270
97,88,38,223
78,44,39,161
81,30,74,185
58,67,44,169
50,82,59,191
38,81,77,196
76,30,69,175
71,40,73,184
80,87,75,242
85,69,35,189
80,89,53,222
99,73,36,208
49,35,35,119
56,57,62,175
67,60,67,194
94,37,73,204
83,34,46,163
53,83,60,196
76,46,66,188
92,67,40,199
86,38,34,158
84,43,93,220
89,55,32,176
91,91,85,267
59,54,92,205
51,65,67,183
58,62,83,203
70,32,31,133
71,40,31,142
94,87,41,222
60,93,69,222
59,47,31,137
47,76,86,209
46,73,76,195
67,88,65,220
43,79,33,155
85,98,53,236
51,58,91,200
96,96,31,223
85,31,44,160
48,54,78,180
86,48,64,198
73,69,76,218
64,31,53,148
30,94,89,213
81,91,77,249
99,83,52,234
66,74,41,181
94,78,70,242
80,98,58,236
30,67,99,196
50,33,80,163
82,46,52,180
45,82,60,187
90,82,50,222
83,60,53,196
69,51,38,158
55,40,51,146
94,63,33,190
93,44,32,169
72,39,57,168
46,82,44,172
88,77,37,202
52,60,77,189
36,66,81,183
73,57,84,214
82,60,66,208
63,99,33,195
75,43,84,202
97,45,41,183
45,54,48,147
48,68,86,202
31,95,66,192
39,67,36,142
79,70,84,233
41,69,57,167
99,93,66,258
51,45,90,186
61,88,68,217
30,40,52,122
83,30,81,194
87,42,40,169
99,59,95,253
47,98,42,187
35,47,70,152
74,42,78,194
52,61,44,157
52,79,85,216
55,60,83,198
36,80,60,176
73,56,90,219
56,89,87,232
55,62,89,206
65,82,82,229
84,62,90,236
93,70,71,234
86,48,58,192
98,70,56,224
90,71,73,234
31,52,34,117
84,62,81,227
67,49,82,198
58,54,81,193
55,81,67,203
64,41,73,178
96,61,82,239
58,62,31,151
63,97,83,243
70,44,64,178
70,80,75,225
52,35,84,171
32,98,40,170
87,98,58,243
61,64,98,223
60,63,92,215
72,92,76,240
36,97,36,169
30,47,93,170
90,55,93,238
43,90,41,174
81,77,41,199
35,60,65,160
39,63,58,160
59,36,40,135
50,36,82,168
89,76,99,264
92,37,76,205
71,30,62,163
80,32,96,208
93,82,72,247
85,67,47,199
70,80,82,232
61,44,68,173
44,96,63,203
91,93,66,250
56,97,70,223
57,34,78,169
93,39,39,171
88,37,69,194
87,41,47,175
31,93,54,178
65,88,70,223
42,96,65,203
44,79,31,154
89,52,78,219
51,69,96,216
92,47,82,221
54,50,48,152
77,30,55,162
72,67,83,222
67,70,80,217
70,71,54,195
74,38,46,158
69,52,90,211
46,40,75,161
86,60,84,230
31,55,79,165
91,59,40,190
38,63,41,142
97,75,69,241
46,98,77,221
79,34,85,198
69,90,37,196
87,67,43,197
50,57,85,192
47,55,83,185
84,90,46,220
58,52,74,184
53,75,34,162
46,59,32,137
47,96,38,181
71,62,49,182
74,32,50,156
46,98,62,206
43,71,34,148
78,91,53,222
58,87,92,237
33,86,55,174
49,30,62,141
76,89,47,212
38,98,47,183
56,88,67,211
44,75,62,181
48,63,56,167
81,54,78,213
55,71,79,205
55,58,44,157
55,54,81,190
75,83,97,255
78,96,48,222
82,44,54,180
32,33,54,119
95,67,62,224
71,49,89,209
48,52,66,166
46,66,72,184
62,91,38,191
78,37,43,158
85,66,32,183
92,74,98,264
32,62,85,179
78,36,55,169
84,51,82,217
55,34,70,159
81,44,50,175
36,50,68,154
75,46,52,173
75,85,87,247
45,79,98,222
53,36,58,147
90,79,91,260
83,89,82,254
91,36,74,201
30,69,56,155
78,74,63,215
54,88,43,185
39,84,70,193
45,93,89,227
87,94,71,252
58,83,80,221
35,69,40,144
45,82,64,191
49,73,48,170
72,92,94,258
55,31,90,176
62,50,76,188
55,79,43,177
74,81,96,251
92,38,81,211
96,49,61,206
81,47,39,167
97,59,46,202
55,94,69,218
31,53,97,181
43,76,92,211
59,73,44,176
78,58,68,204
41,97,86,224
73,46,39,158
62,34,46,142
42,79,46,167
55,69,45,169
50,75,32,157
57,80,80,217
77,40,75,192
69,41,84,194
95,42,55,192
52,93,60,205
77,37,48,162
31,94,97,222
49,38,44,131
88,31,87,206
75,42,59,176
32,31,77,140
84,97,85,266
41,77,71,189
69,32,53,154
95,97,81,273
45,35,72,152
63,34,63,160
73,32,89,194
35,39,32,106
93,72,97,262
51,48,40,139
47,43,42,132
41,50,79,170
81,72,48,201
80,57,73,210
77,50,62,189
48,65,67,180
35,53,32,120
56,83,94,233
82,67,64,213
77,46,65,188
36,51,67,154
88,74,68,230
98,90,54,242
40,40,93,173
44,90,42,176
93,67,97,257
32,95,99,226
98,62,30,190
52,72,83,207
82,60,38,180
66,64,65,195
38,66,66,170
44,76,88,208
32,52,50,134
99,65,49,213
46,69,30,145
55,44,88,187
50,66,57,173
50,33,85,168
40,51,38,129
67,51,94,212
64,46,65,175
43,67,63,173
43,53,61,157
39,35,95,169
41,97,54,192
67,35,80,182
63,55,92,210
70,70,74,214
39,67,55,161
46,72,50,168
46,82,80,208
96,44,53,193
91,85,41,217
30,85,40,155
41,60,56,157
33,86,52,171
71,80,62,213
42,53,67,162
33,87,84,204
98,33,99,230
48,39,71,158
31,92,58,181
41,44,63,148
35,92,86,213
37,48,32,117
80,92,35,207
40,85,77,202
92,50,93,235
86,63,42,191
41,46,65,152
31,47,99,177
37,95,62,194
40,80,86,206
82,94,84,260
39,72,42,153
37,86,80,203
65,39,82,186
43,66,65,174
83,77,34,194
50,98,54,202
79,85,66,230
68,65,48,181
49,60,64,173
36,84,63,183
38,67,83,188
30,44,75,149
55,45,35,135
67,82,30,179
67,85,63,215
90,36,85,211
73,86,55,214
73,84,71,228
91,81,67,239
35,33,55,123
46,72,88,206
80,69,53,202
67,59,50,176
53,39,89,181
80,36,49,165
39,65,35,139
50,64,96,210
99,68,39,206
86,65,41,192
68,49,51,168
62,78,91,231
88,88,90,266
47,78,46,171
85,55,39,179
86,65,41,192
77,72,69,218
71,72,52,195
56,62,69,187
81,74,79,234
71,74,39,184
61,44,33,138
55,46,30,131
54,41,72,167
52,51,34,137
86,52,63,201
81,41,95,217
60,97,53,210
93,80,43,216
62,42,70,174
31,86,71,188
47,84,42,173
76,57,58,191
62,73,94,229
64,48,75,187
80,75,63,218
47,32,92,171
59,49,33,141
73,54,57,184
82,85,30,197
39,90,65,194
81,84,42,207
78,64,34,176
40,88,43,171
95,68,61,224
87,86,79,252
65,96,56,217
62,63,64,189
76,70,32,178
42,51,33,126
69,56,36,161
97,50,32,179
71,70,88,229
48,60,30,138
48,56,57,161
87,66,88,241
52,95,82,229
83,83,39,205
94,38,32,164
41,71,36,148
53,65,38,156
63,39,98,200
82,88,42,212
37,69,69,175
47,83,91,221
86,68,91,245
34,36,39,109
55,33,40,128
59,44,91,194
83,77,85,245
42,35,78,155
58,64,45,167
32,97,38,167
87,87,62,236
31,48,64,143
57,91,68,216
31,39,54,124
36,54,85,175
55,73,77,205
45,87,39,171
52,54,70,176
69,69,88,226
89,99,57,245
61,39,70,170
44,95,95,234
42,54,80,176
34,40,91,165
81,65,59,205
70,78,69,217
82,77,69,228
79,36,98,213
44,80,91,215
36,46,44,126
69,61,32,162
57,55,53,165
61,51,70,182
44,42,92,178
99,41,77,217
94,30,90,214
33,62,77,172
40,43,76,159
55,93,85,233
90,72,37,199
66,87,47,200
52,70,52,174
69,97,98,264
52,68,94,214
45,30,75,150
90,70,95,255
97,74,98,269
60,42,51,153
82,38,94,214
54,92,41,187
73,52,48,173
41,83,51,175
38,76,84,198
41,68,91,200
98,55,80,233
83,30,77,190
83,43,46,172
57,94,42,193
85,98,57,240
98,96,96,290
87,78,34,199
71,79,89,239
67,87,44,198
97,82,73,252
82,86,75,243
62,47,58,167
85,45,97,227
80,31,78,189
72,42,72,186
44,74,97,215
67,72,49,188
44,83,47,174
34,60,93,187
83,38,78,199
80,77,71,228
39,47,41,127
41,40,65,146
33,91,37,161
47,48,57,152
65,53,89,207
54,42,78,174
65,75,67,207
96,82,87,265
38,58,34,130
90,65,75,230
82,46,31,159
47,77,54,178
72,53,30,155
64,83,98,245
92,30,69,191
33,96,97,226
70,35,98,203
74,84,98,256
79,67,45,191
57,62,83,202
71,37,92,200
98,49,47,194
30,84,46,160
68,77,33,178
46,85,38,169
64,39,60,163
75,81,34,190
71,79,45,195
68,63,71,202
78,65,70,213
91,90,59,240
67,45,55,167
52,47,78,177
51,76,60,187
33,61,79,173
78,72,44,194
88,69,81,238
97,94,67,258
31,64,67,162
78,98,89,265
60,79,49,188
69,41,73,183
77,87,92,256
80,92,79,251
72,78,51,201
84,65,83,232
78,83,38,199
86,76,44,206
44,61,77,182
56,82,49,187
97,61,64,222
93,91,96,280
59,66,89,214
65,67,63,195
96,59,83,238
78,87,41,206
84,61,48,193
85,95,55,235
97,80,52,229
73,40,62,175
60,88,86,234
87,49,59,195
82,66,52,200
52,78,65,195
57,48,72,177
45,84,95,224
66,69,82,217
50,36,89,175
46,34,66,146
66,71,90,227
48,77,82,207
59,36,41,136
74,40,64,178
47,78,96,221
91,59,67,217
65,70,53,188
81,32,69,182
48,69,94,211
73,80,86,239
36,61,74,171
73,77,42,192
97,49,35,181
63,64,76,203
95,53,73,221
98,69,61,228
84,81,32,197
39,68,83,190
71,97,67,235
70,90,33,193
98,94,46,238
39,91,66,196
39,31,65,135
89,35,87,211
80,72,70,222
50,69,37,156
37,68,96,201
94,57,59,210
59,92,81,232
78,93,54,225
38,41,81,160
46,70,88,204
98,58,59,215
87,52,96,235
86,80,33,199
91,74,86,251
81,51,92,224
90,39,61,190
69,36,80,185
67,44,92,203
72,75,30,177
92,90,48,230
48,90,64,202
79,80,92,251
62,67,55,184
42,41,42,125
91,95,52,238
72,83,64,219
78,68,41,187
65,68,38,171
39,59,96,194
35,77,73,185
86,60,90,236
30,54,50,134
87,97,36,220
50,80,40,170
85,42,74,201
49,92,61,202
83,71,65,219
54,83,66,203
57,96,70,223
34,85,78,197
50,48,44,142
47,75,42,164
76,44,82,202
99,61,62,222
86,78,61,225
48,50,77,175
94,94,97,285
32,99,86,217
71,56,91,218
50,52,31,133
69,76,45,190
96,41,37,174
54,95,48,197
84,34,61,179
81,38,96,215
73,49,61,183
85,92,54,231
84,59,82,225
99,45,54,198
95,34,62,191
48,58,60,166
36,76,65,177
92,51,78,221
71,86,73,230
71,64,77,212
88,89,59,236
49,99,42,190
46,89,72,207
56,87,45,188
76,32,55,163
31,63,76,170
92,74,66,232
91,79,32,202
48,31,55,134
46,44,44,134
98,66,95,259
68,44,57,169
68,89,67,224
65,93,73,231
69,81,82,232
74,52,33,159
33,66,73,172
54,70,75,199
98,86,55,239
59,54,42,155
97,66,98,261
58,69,73,200
97,75,82,254
80,89,80,249
53,48,42,143
43,38,70,151
98,98,40,236
47,34,66,147
71,55,89,215
86,48,61,195
41,59,74,174
46,77,47,170
59,45,49,153
52,47,73,172
30,85,65,180
61,50,98,209
38,60,66,164
44,30,62,136
57,32,48,137
53,54,80,187
89,37,61,187
64,94,51,209
56,91,30,177
49,36,83,168
94,36,49,179
78,37,87,202
30,48,64,142
39,46,99,184
76,40,99,215
88,78,90,256
91,40,92,223
47,70,90,207
75,91,86,252
61,81,32,174
56,95,74,225
47,97,44,188
68,96,46,210
78,69,44,191
73,34,34,141
83,51,75,209
63,66,40,169
65,40,93,198
47,73,43,163
67,82,68,217
88,90,96,274
38,96,84,218
80,42,71,193
64,40,34,138
34,40,81,155
43,36,51,130
59,46,73,178
33,77,88,198
68,43,54,165
93,92,50,235
54,93,93,240
57,94,97,248
95,63,76,234
51,38,64,153
60,66,36,162
52,59,85,196
77,70,81,228
49,74,75,198
67,76,38,181
84,36,87,207
97,43,52,192
30,77,32,139
36,35,90,161
86,63,38,187
41,75,82,198
34,88,97,219
79,99,78,256
71,37,99,207
41,53,77,171
47,96,36,179
95,33,60,188
46,30,85,161
97,63,90,250
91,38,34,163
70,92,59,221
63,39,51,153
99,39,46,184
74,79,39,192
87,73,97,257
80,77,71,228
63,35,56,154
73,53,36,162
44,87,52,183
99,93,37,229
79,85,37,201
61,41,34,136
96,64,31,191
32,35,80,147
80,94,95,269
96,89,41,226
77,97,76,250
46,58,84,188
36,67,55,158
42,51,74,167
95,37,91,223
33,92,99,224
39,42,31,112
46,56,55,157
81,47,43,171
35,47,86,168
98,91,61,250
38,43,91,172
50,40,59,149
53,46,42,141
33,80,69,182
53,43,60,156
88,86,66,240
32,35,74,141
97,86,88,271
69,33,57,159
77,40,90,207
83,40,48,171
64,37,72,173
85,88,88,261
69,50,45,164
97,94,98,289
75,53,73,201
42,59,95,196
56,86,39,181
35,46,76,157
46,88,48,182
65,60,80,205
31,93,42,166
81,77,92,250
95,52,45,192
81,99,82,262
72,59,64,195
51,84,88,223
84,36,68,188
96,41,96,233
89,89,90,268
87,81,79,247
41,56,82,179
98,41,75,214
68,42,81,191
42,91,58,191
70,58,34,162
86,64,96,246
82,89,69,240
41,58,31,130
42,60,97,199
86,90,91,267
69,31,87,187
74,62,98,234
64,91,87,242
32,88,64,184
34,69,43,146
40,78,44,162
85,61,35,181
39,67,45,151
63,42,75,180
96,83,92,271
60,42,41,143
95,68,70,233
99,52,48,199
70,43,31,144
92,46,49,187
61,53,38,152
49,87,50,186
86,92,37,215
79,63,68,210
54,80,66,200
41,39,58,138
68,50,64,182
46,66,67,179
74,36,64,174
40,42,97,179
99,59,32,190
52,60,41,153
99,34,61,194
67,61,76,204
31,45,92,168
66,51,55,172
78,93,72,243
81,73,73,227
62,69,67,198
51,66,58,175
34,45,84,163
47,72,81,200
67,92,48,207
66,44,64,174
93,73,77,243
39,38,89,166
71,94,60,225
77,73,32,182
73,49,64,186
45,99,81,225
83,62,80,225
64,35,85,184
57,60,50,167
31,95,30,156
42,47,82,171
70,57,35,162
88,97,91,276
98,94,76,268
82,74,79,235
74,87,60,221
49,76,93,218
53,95,58,206
90,81,44,215
87,65,87,239
56,30,52,138
55,68,67,190
36,30,70,136
71,43,44,158
76,52,32,160
82,72,30,184
88,51,40,179
67,89,89,245
98,56,94,248
82,85,33,200
44,31,54,129
55,68,72,195
77,80,69,226
48,48,73,169
38,91,88,217
93,96,52,241
83,92,91,266
80,34,52,166
68,90,87,245
33,36,84,153
32,79,62,173
93,75,92,260
58,43,89,190
40,98,90,228
87,94,90,271
56,94,98,248
50,86,50,186
68,91,32,191
75,49,77,201
95,55,39,189
65,73,71,209
94,96,95,285
92,99,75,266
64,91,38,193
60,74,78,212
57,40,33,130
30,63,89,182
54,75,58,187
72,61,76,209
96,34,92,222
92,92,60,244
80,58,80,218
31,77,70,178
93,45,65,203
98,54,69,221
38,58,89,185
31,81,44,156
63,75,59,197
89,54,59,202
90,52,56,198
60,63,69,192
39,96,74,209
65,63,76,204
78,61,85,224
99,58,83,240
78,38,38,154
32,95,94,221
34,86,99,219
90,68,30,188
55,36,42,133
34,98,67,199
44,37,74,155
45,47,69,161
30,78,44,152
45,45,79,169
66,50,31,147
32,39,82,153
81,33,55,169
76,73,95,244
42,37,62,141
84,84,88,256
50,48,55,153
95,93,50,238
83,69,78,230
56,80,95,231
67,38,66,171
87,59,43,189
91,85,36,212
75,73,67,215
40,88,74,202
37,44,51,132
93,97,73,263
50,99,64,213
92,90,89,271
93,52,32,177
49,76,96,221
37,46,84,167
87,86,38,211
75,83,98,256
60,81,57,198
38,51,44,133
44,68,60,172
55,42,88,185
39,95,83,217
58,81,97,236
65,43,76,184
66,92,71,229
52,57,52,161
70,75,94,239
57,57,83,197
77,31,40,148
67,46,92,205
60,88,51,199
43,81,83,207
58,33,65,156
80,32,87,199
78,66,49,193
72,53,45,170
34,64,85,183
71,31,79,181
36,62,95,193
71,39,42,152
65,91,44,200
56,72,56,184
87,98,37,222
75,88,99,262
95,38,79,212
54,89,96,239
56,92,55,203
30,81,65,176
71,52,50,173
81,59,81,221
54,72,40,166
83,97,37,217
96,50,86,232
35,72,75,182
87,36,31,154
99,45,93,237
82,52,81,215
95,87,94,276
87,60,40,187
31,98,35,164
51,35,93,179
66,94,84,244
49,88,73,210
53,57,43,153
94,47,34,175
94,39,54,187
30,36,79,145
32,66,31,129
75,74,39,188
84,45,31,160
93,43,89,225
74,40,74,188
55,63,37,155
94,89,87,270
53,42,36,131
64,68,50,182
53,73,76,202
57,57,30,144
45,69,41,155
88,45,77,210
83,79,33,195
45,57,63,165
44,97,61,202
40,89,32,161
94,41,97,232
97,45,86,228
72,82,53,207
98,83,62,243
42,78,32,152
39,65,33,137
70,91,59,220
79,55,99,233
88,85,78,251
68,51,59,178
32,98,45,175
36,78,82,196
78,31,35,144
55,82,53,190
62,36,57,155
77,49,50,176
31,59,37,127
61,96,65,222
33,88,38,159
49,95,69,213
65,32,80,177
61,85,30,176
57,46,92,195
30,81,97,208
89,36,55,180
85,34,69,188
64,83,32,179
59,90,38,187
83,45,61,189
65,96,96,257
84,88,33,205
87,76,35,198
94,77,55,226
98,93,31,222
80,79,95,254
51,70,32,153
82,51,64,197
65,83,88,236
97,34,67,198
65,46,62,173
81,70,44,195
82,64,43,189
79,69,95,243
70,51,74,195
47,77,77,201
51,82,73,206
95,39,66,200
50,47,58,155
73,78,63,214
76,59,88,223
68,48,72,188
58,84,62,204
83,89,48,220
46,50,37,133
89,55,60,204
60,57,40,157
78,68,37,183
31,62,54,147
77,69,49,195
43,58,67,168
88,49,36,173
87,49,68,204
87,41,49,177
80,54,40,174
31,54,45,130
70,33,71,174
45,33,81,159
33,38,66,137
41,44,81,166
58,55,38,151
36,61,64,161
43,81,96,220
41,61,36,138
34,38,31,103
61,42,54,157
72,85,70,227
98,73,81,252
74,59,94,227
38,45,67,150
78,41,96,215
62,95,71,228
47,47,83,177
38,42,96,176
91,53,93,237
86,41,33,160
58,89,60,207
54,89,42,185
44,30,56,130
35,72,88,195
71,84,94,249
58,69,93,220
33,93,54,180
86,63,66,215
78,63,43,184
73,77,53,203
43,62,96,201
32,97,77,206
91,59,94,244
93,58,67,218
74,52,99,225
87,63,88,238
49,44,41,134
87,82,83,252
86,46,80,212
97,93,67,257
81,90,75,246
66,86,39,191
37,66,38,141
73,36,81,190
34,37,80,151
98,97,51,246
60,50,97,207
74,90,34,198
38,58,58,154
61,54,35,150
62,87,98,247
96,43,87,226
59,95,72,226
58,83,98,239
32,96,66,194
86,59,87,232
59,47,66,172
38,83,55,176
55,50,71,176
31,82,45,158
91,45,51,187
32,57,52,141
75,33,76,184
97,84,96,277
54,44,32,130
80,93,41,214
42,94,52,188
73,45,40,158
64,49,81,194
84,93,79,256
38,62,86,186
31,98,93,222
90,98,75,263
70,87,58,215
73,68,99,240
93,65,75,233
60,97,45,202
76,50,80,206
31,92,40,163
98,35,40,173
87,53,92,232
73,82,82,237
85,79,87,251
72,41,48,161
63,85,61,209
59,44,79,182
99,69,84,252
84,70,70,224
96,98,99,293
42,98,50,190
32,35,55,122
55,96,30,181
86,62,56,204
53,72,79,204
82,50,95,227
99,94,94,287
72,46,39,157
89,37,66,192
87,93,98,278
78,57,70,205
71,42,75,188
95,42,74,211
40,67,56,163
47,54,94,195
81,91,37,209
75,52,96,223
73,50,78,201
51,83,43,177
82,92,91,265
88,59,72,219
59,97,56,212
37,61,56,154
86,53,97,236
49,36,77,162
54,30,96,180
48,32,54,134
34,57,93,184
56,72,53,181
69,75,38,182
55,30,37,122
56,67,88,211
91,64,46,201
79,83,72,234
71,53,97,221
58,57,33,148
68,51,37,156
89,45,71,205
70,42,78,190
62,91,35,188
45,72,71,188
52,61,61,174
36,96,44,176
55,86,98,239
41,94,56,191
34,98,95,227
98,78,88,264
78,62,57,197
55,48,53,156
34,65,80,179
51,99,50,200
42,44,60,146
57,53,79,189
62,56,69,187
52,78,97,227
47,52,45,144
59,62,92,213
55,70,85,210
45,85,53,183
68,58,57,183
62,60,60,182
55,94,44,193
77,47,71,195
94,35,79,208
67,81,34,182
31,69,77,177
35,94,42,171
75,71,61,207
79,97,96,272
67,61,59,187
47,39,35,121
56,98,54,208
70,38,57,165
46,98,91,235
91,90,51,232
58,40,97,195
87,97,44,228
99,37,55,191
51,78,92,221
35,53,47,135
55,62,92,209
68,48,91,207
41,31,97,169
43,84,77,204
51,40,79,170
80,46,92,218
52,71,98,221
77,90,35,202
79,32,87,198
42,64,80,186
39,95,41,175
84,30,76,190
38,36,38,112
81,49,36,166
31,72,58,161
54,35,80,169
42,84,84,210
80,50,88,218
87,80,85,252
63,75,51,189
64,64,47,175
32,37,87,156
88,97,69,254
99,45,60,204
77,96,85,258
93,93,64,250
48,31,55,134
96,30,97,223
34,87,63,184
96,30,45,171
40,36,71,147
97,98,34,229
98,47,90,235
30,61,73,164
92,74,64,230
58,62,30,150
41,78,72,191
70,62,61,193
31,97,92,220
66,57,62,185
74,82,95,251
77,73,59,209
53,84,39,176
51,39,52,142
40,43,68,151
87,65,74,226
75,63,58,196
58,47,59,164
64,45,63,172
44,66,81,191
89,70,51,210
71,54,34,159
72,37,40,149
78,47,61,186
93,97,53,243
61,77,40,178
93,99,40,232
31,96,46,173
53,47,61,161
95,47,56,198
67,85,61,213
60,52,90,202
55,64,54,173
58,35,93,186
96,55,93,244
54,90,57,201
77,44,69,190
94,61,43,198
82,41,71,194
96,34,68,198
47,93,31,171
38,56,30,124
67,74,61,202
50,64,93,207
94,55,60,209
50,52,87,189
56,42,43,141
99,32,98,229
73,58,45,176
57,95,98,250
74,93,83,250
46,57,42,145
69,65,60,194
32,35,98,165
95,40,50,185
75,67,59,201
59,63,52,174
98,96,67,261
38,75,58,171
40,58,61,159
98,89,91,278
95,83,74,252
60,98,78,236
62,38,62,162
68,39,33,140
75,97,47,219
66,87,99,252
89,81,93,263
60,63,57,180
40,64,87,191
31,62,85,178
56,61,49,166
31,84,63,178
50,37,39,126
87,75,51,213
34,43,34,111
81,37,73,191
74,83,38,195
49,50,72,171
90,43,33,166
67,31,71,169
49,90,94,233
54,46,70,170
31,77,93,201
61,37,84,182
55,85,47,187
99,46,45,190
70,98,75,243
96,41,65,202
30,67,95,192
80,47,73,200
34,55,34,123
42,66,58,166
48,99,33,180
41,70,78,189
77,71,37,185
54,70,81,205
86,76,98,260
64,43,50,157
34,30,56,120
51,46,67,164
86,84,34,204
76,82,90,248
83,60,37,180
32,91,47,170
82,37,33,152
60,59,33,152
98,95,66,259
62,74,44,180
79,47,67,193
45,74,56,175
68,48,77,193
75,97,75,247
76,79,75,230
73,54,77,204
38,67,88,193
79,65,33,177
89,97,48,234
44,85,86,215
65,68,48,181
92,92,71,255
98,36,34,168
70,87,77,234
53,88,54,195
78,77,96,251
47,34,55,136
36,65,91,192
33,54,36,123
98,74,73,245
89,48,56,193
84,36,71,191
45,87,85,217
58,95,32,185
52,68,42,162
43,47,99,189
78,30,88,196
62,92,67,221
54,32,97,183
50,50,98,198
46,59,30,135
52,40,79,171
86,51,38,175
87,86,82,255
43,32,39,114
49,59,58,166
59,74,65,198
48,65,56,169
82,93,47,222
85,83,47,215
52,97,38,187
91,79,96,266
62,60,36,158
47,58,87,192
62,88,59,209
61,65,90,216
90,96,46,232
83,40,82,205
46,40,35,121
48,55,68,171
99,82,54,235
63,43,71,177
54,93,71,218
97,39,88,224
40,60,67,167
45,65,60,170
90,39,58,187
36,55,38,129
45,49,30,124
45,73,76,194
69,91,39,199
41,38,45,124
64,53,76,193
50,41,72,163
79,89,53,221
72,45,37,154
46,58,55,159
61,61,36,158
70,64,44,178
35,72,77,184
56,82,32,170
49,49,45,143
54,37,43,134
95,71,32,198
38,99,99,236
82,45,60,187
90,98,46,234
67,82,78,227
32,74,32,138
99,80,84,263
84,35,69,188
30,62,95,187
99,44,69,212
74,43,59,176
76,68,54,198
55,92,36,183
43,34,79,156
83,81,30,194
75,45,73,193
60,67,78,205
88,82,36,206
58,82,32,172
46,75,30,151
43,44,80,167
65,88,67,220
87,79,72,238
53,38,84,175
92,55,86,233
54,32,82,168
88,76,62,226
61,34,91,186
47,91,40,178
66,34,81,181
55,39,30,124
38,92,43,173
93,54,50,197
49,73,63,185
83,54,43,180
59,59,69,187
82,43,64,189
92,72,71,235
40,57,49,146
60,48,89,197
78,71,38,187
48,49,62,159
41,40,78,159
44,83,97,224
60,53,33,146
72,99,77,248
66,46,45,157
58,57,76,191
55,79,55,189
31,84,99,214
44,39,66,149
33,50,51,134
79,87,36,202
67,63,71,201
52,72,59,183
88,40,35,163
57,62,53,172
95,87,95,277
37,75,69,181
58,90,44,192
40,91,82,213
47,30,34,111
84,50,65,199
79,91,75,245
43,93,52,188
38,85,74,197
40,30,39,109
92,50,83,225
96,51,99,246
82,83,61,226
68,33,72,173
85,94,44,223
57,80,95,232
68,92,44,204
54,44,49,147
50,65,79,194
39,58,35,132
72,81,46,199
44,75,55,174
77,98,51,226
50,58,93,201
89,76,87,252
79,54,66,199
52,45,57,154
42,70,78,190
98,94,96,288
33,98,96,227
38,49,70,157
64,98,75,237
50,65,84,199
87,87,40,214
47,77,55,179
72,31,42,145
35,58,65,158
96,45,93,234
41,64,80,185
41,91,51,183
95,33,89,217
31,97,31,159
44,80,85,209
52,62,69,183
58,53,57,168
36,54,32,122
57,57,92,206
43,36,52,131
73,65,84,222
59,39,61,159
61,65,57,183
99,47,37,183
35,35,32,102
56,36,82,174
53,41,58,152
63,70,88,221
69,92,53,214
76,54,67,197
53,82,57,192
94,62,91,247
47,35,80,162
73,91,36,200
86,95,52,233
57,38,75,170
52,96,57,205
63,45,53,161
40,84,36,160
64,69,78,211
71,55,32,158
57,67,31,155
53,64,36,153
37,97,50,184
82,88,38,208
33,43,41,117
34,76,53,163
78,71,62,211
59,80,72,211
92,48,34,174
76,95,43,214
55,76,65,196
86,94,64,244
66,71,79,216
36,67,40,143
69,42,53,164
68,73,73,214
91,53,80,224
82,59,46,187
33,99,99,231
54,67,37,158
36,52,57,145
57,86,41,184
98,52,72,222
96,65,66,227
49,86,92,227
40,30,92,162
96,32,39,167
36,43,66,145
52,63,40,155
90,99,48,237
63,98,81,242
48,80,47,175
87,58,61,206
38,77,52,167
77,45,41,163
70,86,87,243
77,39,50,166
74,48,50,172
54,96,58,208
54,65,76,195
48,33,41,122
68,62,87,217
56,57,70,183
92,38,48,178
97,35,41,173
48,78,52,178
57,51,34,142
62,77,55,194
39,50,92,181
59,62,81,202
51,85,39,175
32,58,68,158
77,82,52,211
31,69,40,140
83,47,77,207
35,76,45,156
69,42,75,186
31,56,76,163
31,91,77,199
84,74,98,256
89,32,54,175
35,51,66,152
48,56,92,196
56,84,58,198
30,96,87,213
62,62,60,184
69,31,97,197
61,75,70,206
98,62,79,239
46,87,73,206
37,36,38,111
86,44,88,218
71,55,56,182
38,40,88,166
64,67,32,163
82,56,36,174
83,36,45,164
54,30,78,162
96,50,61,207
91,59,73,223
84,37,48,169
75,32,32,139
53,84,89,226
75,44,64,183
51,65,58,174
40,35,99,174
77,71,74,222
37,79,56,172
68,47,98,213
64,79,64,207
78,59,48,185
75,68,46,189
67,41,64,172
37,88,59,184
83,73,77,233
66,33,86,185
69,65,46,180
63,77,44,184
46,43,43,132
62,78,43,183
76,96,74,246
81,38,67,186
38,50,92,180
62,45,40,147
89,45,77,211
50,57,55,162
87,80,96,263
98,85,54,237
39,86,90,215
35,81,55,171
42,75,63,180
94,67,38,199
49,77,69,195
86,70,36,192
75,88,59,222
37,96,95,228
39,95,59,193
96,56,97,249
40,61,87,188
41,85,84,210
39,39,43,121
54,69,66,189
78,46,73,197
78,87,35,200
40,35,55,130
91,68,43,202
65,47,37,149
68,71,53,192
82,33,68,183
85,49,78,212
30,57,92,179
85,69,55,209
